max_headset_vel_z,max_headset_pos_z,max_controller_left_vel_x,max_controller_left_vel_y,max_controller_left_vel_z,min_controller_left_vel_x,min_controller_left_vel_y,min_controller_left_vel_z,max_controller_left_pos_x,max_controller_left_pos_y,max_controller_left_pos_z,mean_controller_left_pos_x,mean_controller_left_pos_y,mean_controller_left_pos_z,min_controller_left_pos_x,min_controller_left_pos_y,min_controller_left_pos_z,diff_controller_left_pos_z,user
0.2430438,-0.1266356,3.352697,5.114427,1.53315,-3.875298,-5.272878,-2.133926,-0.5460336,0.4009138,-0.001409978,-0.8573043959839357,-0.04463519034488621,-0.18916862802677373,-1.082914,-0.8180739,-0.3527201,0.351310122,CAR
0.246562,0.7856677,3.821445,5.449336,1.574856,-3.920049,-5.287788,-1.593754,-0.5777885,0.3926398,0.8492615,-0.9885640472568579,-0.11399451428877805,0.6526526150872817,-1.249064,-0.9524397,0.4496276,0.3996339,CAR
0.3884154,0.1739184,2.947136,4.80613,1.46795,-3.824594,-4.171874,-2.435856,-0.0183355,0.3824005,-0.06703524,-0.3967334480376344,-0.10795220756760752,-0.37456324208333336,-0.6683192,-0.8347362,-0.6870106,0.61997536,URU
0.2888701,0.5269849,3.310931,4.960065,2.770629,-3.664742,-4.77967,-2.215852,-0.01156922,0.3178069,0.2193415,-0.32195404730411686,-0.1480700078007968,0.02811919766507304,-0.5671252,-0.7863219,-0.1337225,0.353064,QUI
0.2101156,0.8280488,2.78362,4.119109,1.842434,-3.222921,-4.469816,-1.47619,0.1045988,0.1612465,0.7035288,-0.1426012064821513,-0.2505320268299054,0.4904628264775414,-0.3359012,-0.7445616,0.2695045,0.4340243,QUI
0.2196954,0.04301655,2.743931,4.946591,1.814488,-3.227733,-4.471576,-2.086429,-0.06244215,0.3829779,-0.1431459,-0.39141824943925235,-0.16918181844859814,-0.4334510726301735,-0.6800396,-0.8698611,-0.6405691,0.4974232,URU
0.2146795,0.8863582,2.903177,4.727034,2.502393,-3.740759,-4.911968,-1.908412,0.03458253,0.2035951,0.7197579,-0.16335538609345157,-0.23992208805511595,0.46745525143246924,-0.3403957,-0.7132177,0.2330626,0.48669529999999994,QUI
0.2032964,-2.400699,3.071177,5.130111,1.63354,-3.715131,-4.556365,-1.90596,0.06692226,0.6186491,-2.596111,-0.2530378955331984,0.08575621843148448,-2.731033110661268,-0.5425907,-0.6073137,-3.041489,0.44537799999999983,URU
0.1449431,0.2991575,3.229625,4.869804,1.105166,-4.488132,-4.491897,-1.242969,-0.01836004,0.2804415,0.2513444,-0.3030667370013569,-0.11872913760786975,0.0576219906904749,-0.5260164,-0.6630093,-0.03999212,0.29133652000000004,QUI
0.2395378,0.785742,3.515991,5.207698,1.635803,-4.055324,-5.600846,-1.223812,-0.5430217,0.3955306,0.7584429,-0.9538686471673256,-0.08030006918181819,0.6218853760210804,-1.200233,-0.868983,0.4357136,0.32272930000000005,CAR
0.2422908,-0.1800315,3.196593,5.155621,1.57415,-3.874629,-5.973085,-1.240397,-0.5556983,0.4134659,-0.1154211,-0.9090999933680104,-0.056523348015604685,-0.33795459895968794,-1.134023,-0.7767227,-0.5876381,0.47221700000000005,CAR
0.1962905,-2.224464,2.77441,4.92607,1.55936,-3.473618,-4.411316,-1.849239,0.01992897,0.5894665,-2.425144,-0.3117570124301075,0.07268299455107527,-2.7150965040322577,-0.593457,-0.6416213,-2.91497,0.4898259999999999,URU
