x_peaks,y_peaks,z_peaks,x_mean,y_mean,z_mean,x_std,y_std,z_std,code
90,98,68,0.0004584850778066306,-0.0006819990422341001,-0.0003148534641989175,0.003693487280766253,0.0028237712497678957,0.006798680221918318,STD
58,75,58,0.00024569973373015876,3.303980141904749e-05,0.00029868434826984137,0.013077648337109705,0.007022701775908999,0.008241878731455864,STD
17,30,15,0.01746436224087301,0.006879415115343917,-0.009482408426455027,0.985900907903496,0.17897946773720286,0.8475312175542935,TWS
14,45,15,-0.021818569191534395,-0.004307403944179894,-0.009444448272486774,0.44501621512569883,0.06306073112297962,0.24071332936527953,TWS
28,27,85,-0.018073826323562577,-0.029636293833032692,0.001222320690518602,0.40266815020497165,0.48439276355872823,0.07322722179798609,DRI
17,23,36,0.017719454940934076,-0.04591111821634616,-0.001109133579532966,0.927320238991908,0.7563639859768573,0.2171434631763631,DRI
12,30,9,0.025045431950200276,0.004615236996128172,-0.045513365296395186,0.700142560064413,0.22040655092088385,0.7838752017954552,TWS
35,55,88,-0.005241247755405404,-0.014740282303108107,0.008701341171216216,0.33139748724545176,0.2003696424030258,0.07460874273015086,DRI
16,70,18,0.014876833187458477,-0.003690099013538113,-0.03259300174061434,0.613220074034429,0.12006654002549089,0.6291303963854114,TWS
77,61,58,-0.0002715039591172839,0.001619508148765432,-0.001173447200992284,0.005375539098669567,0.011998363716952863,0.009767002895418786,STR
71,64,68,0.0015501009163978506,-0.0026381812174791665,0.0003090791659811827,0.016887852931531222,0.009581196779934721,0.01482319940476566,STR
52,20,30,-0.004171081829238982,-0.015550867255006678,-0.013290356018157552,0.387559856065634,1.2754932514878983,0.5464817461000485,JOG
72,124,104,-0.0003790516112461426,-9.42003874672489e-05,-4.4362304957787504e-05,0.0011000617964971753,0.0007729179885421185,0.0006634914037100182,SIT
108,81,77,0.0008853984884501351,-0.0003334682399016172,-4.839125977088118e-06,0.010927192255439816,0.008803152853666832,0.019515950934665495,STR
69,114,78,-0.00030790450666528916,0.00015208686113181815,0.00020999910309559233,0.004179008402551172,0.002322738618214245,0.0015886312817248766,SIT
37,26,33,0.009184614892808689,0.014363940765264586,-0.013078281091044773,0.4112902071219835,1.0427553761401498,0.5149829381224929,JOG
15,14,57,-0.016935361599484538,0.0585652114273196,-0.009141457851288656,1.2006544550981892,1.494010569477465,0.16571482937964105,ARC
34,19,44,0.02582397739633375,-0.09962504949963717,-0.009486516388748418,0.9152020775764629,1.3143078856376436,0.19408244658698634,ARC
20,22,30,0.04768907830532214,0.09002448825294118,-0.02495460474369747,0.7029577182866869,1.1193061423923487,0.3551954998926565,ARC
76,88,70,0.0009050649363287674,-0.002947093634041096,0.001990449166583562,0.04512387086261128,0.020551878682806928,0.030151644988154,STR
12,15,69,-0.019065693906555114,-0.09466430954100422,-0.012276577329149234,1.627437830282377,2.069803267769687,0.2261776632191332,ARC
146,106,100,0.0025775319094731406,-0.0036687550931818187,-0.001916952586136364,0.007299132108038444,0.012057356697920978,0.014768661320583007,STR
15,14,55,-0.028565570383004925,-0.022923918750492555,-0.017260410951440888,1.192004619648974,1.6248351866859618,0.3276581056085474,ARC
35,27,27,-0.007189510545460706,-0.00529798543902439,-0.020290316427100278,0.4416937152283704,0.8632682322116717,0.6096237255633199,JOG
127,108,92,-0.0007029696565294857,-0.0028286104194353823,0.0006709026127841906,0.0031192859269271816,0.002276224479132287,0.0017971026031573854,SIT
167,123,130,-0.004801273229921053,0.0013665429350146053,0.0008711830567935527,0.00426466302332177,0.0055838575715980825,0.0088143922318241,STR
95,128,94,0.00015727623756917,0.00015703173251014493,-0.00016882422226126485,0.0019173770268298008,0.0008849073240935768,0.001158851969058316,SIT
44,26,30,-0.0009869802222072705,-0.004190386081413188,-0.009896540772678335,0.30777115215116324,0.7305206748007425,0.2861950912888099,JOG
20,23,52,-0.022546715813975573,-0.016475117477611916,0.004713972069606512,1.3843034609289688,2.027224293606591,0.36431623670287877,ARC
73,109,72,-0.0003909843139095239,-0.0006442254011120448,-3.762225685462185e-05,0.00252127300351303,0.0012343380583144752,0.0013667043937435962,SIT
12,20,39,0.009868940179610536,-0.016096572818213035,-0.006357591854753729,1.507988808934298,1.92593252788714,0.38711965853426256,ARC
16,9,23,0.0467435251712182,0.09281582944163318,-0.01464906686903039,1.165264899382563,1.8943078451313882,0.5353447696014684,ARC
165,145,118,-1.827456318206521e-06,-2.4203362656250006e-05,-9.886355690081522e-05,0.0003947972048635639,0.00025463204078196073,0.0009431138993473093,STD
84,115,99,-0.00029364128306199456,-0.0016785004795754719,-0.0008375072220754716,0.004476752523625749,0.0027506084045395476,0.005958970545089998,STD
13,35,19,0.03237283496749024,-0.006946307760728219,-0.04360312754876465,1.0057114898183173,0.23235384615679386,1.1331800434503703,TWS
12,50,11,-0.023459348332625005,0.00783421063475,0.004511329353749991,0.7875747033743205,0.07532140004157471,0.8037547985393497,TWS
88,97,93,-0.0006863298333333334,0.0006922692757144808,1.3232015504098285e-05,0.004352212661933875,0.0033178832703922097,0.008366796552435309,STD
22,24,51,-0.0036569930808147155,0.00036134930998686063,-0.0038323721470433633,0.5015901021524583,0.7118163380837861,0.17266537692592243,DRI
52,31,56,0.01007953176290761,0.017003695464673917,-0.004928984914538042,0.2006484140573866,0.494534915919718,0.16608311525888292,DRI
15,11,27,-0.0006482908785507262,0.005296611152753646,-0.005834682398115943,0.5546554547481762,1.047930596298467,0.1607965293719232,DRI
20,11,57,0.007300151110682485,-0.02583852126261126,0.003814665494701781,0.48211583587055296,0.880358484084484,0.08631216198910582,DRI
20,24,47,-0.0021853332132075478,0.03672957637587602,-0.006153501491549864,0.3417580176953468,0.45455316470804535,0.07492069826518089,DRI
19,17,25,0.005221138401557043,-0.024747557083892615,-0.008199923458120805,0.5985450337539695,0.8500653879372457,0.19694707670150813,DRI
10,40,11,-0.014332198066581309,0.0015142053386222793,-0.004235266283866834,0.8921222811126301,0.06309497773995218,0.8257319275760995,TWS
80,106,93,0.001073191852171585,-0.0005042390587636613,0.00013033253668169405,0.007550269282363735,0.002599568963087645,0.00544299138179404,STD
113,75,70,-0.0022093462593665283,-0.0008002029271230982,-0.0022366535600414936,0.008910312467854242,0.010654438497860573,0.005937029109061182,STD
12,59,11,0.0023619149882749177,0.003521097065053911,0.006191736427223716,0.5276182590708064,0.07220306860709692,0.4753544003506345,TWS
119,104,87,0.0005370983420423791,-0.0005301866049095416,0.0009394542277695164,0.0036054536290868735,0.0037197414657319334,0.007515949331304653,STD
18,13,47,0.05909248218309859,0.04518788892099874,-0.020024838767093465,1.6741908612473926,2.312231067540172,0.5187082622485477,ARC
14,8,54,0.006038189738010203,0.019801023424872444,-0.0032507285682397964,1.1625205510422112,1.7963544224898895,0.22126361312533718,ARC
94,110,96,0.0001616927934691114,-0.0008686307444622003,8.943880434301834e-05,0.0024819833857839687,0.0012183148522186516,0.0007878968481768509,SIT
26,33,68,-0.016272073606666673,-0.00852225279722224,0.008788912480444448,1.2391449071193,1.747826680949324,0.324489043313656,ARC
35,31,39,-0.011039140266311583,-0.003117120410119841,0.03210328272330227,0.2780704674174285,0.9568728953025033,0.393726966789657,JOG
83,123,90,6.465148133827494e-05,5.621435624097036e-05,-0.00019448127215633424,0.002386005365456706,0.001458454303614906,0.0018531411425052862,SIT
31,29,31,-0.00241991636696091,-0.017871958374022695,-0.025995380717150067,0.4934514684944873,0.636963338147941,1.0578508503830912,STR
92,107,73,0.0009033281407903224,-0.000741912535917742,-4.794801524838717e-05,0.004952743378753219,0.003101010793227875,0.002511227032875982,SIT
31,20,27,-0.015470941890650403,-0.026542900331978318,-0.04927812228726287,0.43603946317291575,1.1059675371108109,0.7968527554977972,JOG
17,13,43,0.0002580630013717423,-0.013478570783264757,-0.012031480565157744,1.2775530281171144,1.7578519367577548,0.4810128132480078,ARC
139,130,112,-0.0007097173729321688,-0.0007693929531130523,0.00035622110831449116,0.00731813829415012,0.011054476296036122,0.018192870438237647,STR
22,18,57,-0.015554056085991677,-0.010803917011511786,-5.04405434119293e-05,0.9979619766175888,1.3851658112865508,0.23300641437047245,ARC
54,73,51,0.016387376855408302,0.000552182504029451,0.007995917794551539,0.07717458918840178,0.05925634394045733,0.20099434731754598,STR
21,11,32,0.05503322433055556,0.10197954059722224,-0.010497857191666668,1.4415700797397162,2.812686075797228,0.7303260389552164,ARC
27,24,52,0.00950425348846676,-0.002716605738670283,-0.007841016394843962,0.9238260735594536,1.330839903073337,0.16255943235418147,ARC
12,11,50,0.003919897091293813,0.012381147007951517,-0.0056975918818059305,1.4012222275121626,1.7792461882594457,0.16663058023753338,ARC
35,19,27,0.012048001997411443,0.009509704570844688,-0.030337580205313353,0.40875920696280266,1.0686436755334994,0.578894111664341,JOG
95,149,87,0.0004356577749023036,0.00019707097302722513,0.00017677114202408376,0.0054506521374749,0.00265291851939444,0.0023179021683675826,SIT
27,27,31,0.03693016300740223,0.08603027285195529,-0.05934203770698324,1.1838075195019313,1.2863725434108617,0.8877096568948466,STR
82,129,107,-0.000189886586190407,-0.00035733075372383725,0.0001380609446425872,0.0014234632649120678,0.0009286379349930222,0.000668844249686067,SIT
27,27,35,0.00047469946657894863,-0.0017802731039473659,-0.011279324929868422,0.3087019307532103,0.47403059814828097,0.1677046343520985,JOG
49,59,53,0.0022602787888920377,-0.002001429161794872,0.0046427111011066126,0.026499797995256306,0.019239142677788982,0.03637354776704367,STR
72,69,65,0.0008913763518400597,-0.00115233205235426,0.002215959683801943,0.0061224975369067345,0.009108578925526219,0.013261269447434632,STR
43,28,73,-0.01554812734358289,-0.03470156490614973,0.004180255058090908,0.37787801238758045,0.5533705454732238,0.06886382743392984,DRI
11,73,12,0.012124338145095361,0.0034874107388283377,0.0006046451839236991,0.6362567304337915,0.08817571503449884,0.5810616059868554,TWS
14,21,34,0.011912468559774963,-0.004139002292967658,-0.007219852648804504,1.0024138860815035,0.7715275251903865,0.2393940459807064,DRI
31,32,100,-0.01018668962253194,-0.005858921423770037,-0.006324844263472707,0.32986899432494915,0.5483108520513736,0.09634115225025493,DRI
12,63,12,-0.016106462256728234,0.0056234821063192615,-0.04423464493759895,0.5946047428882998,0.07035670099226607,0.7040752691860747,TWS
92,108,103,0.001598078148357625,0.00039525930675573547,-0.00019391969271659906,0.007905592324593744,0.0030835026879345753,0.005668252698010095,STD
72,81,63,0.0011076116324971429,0.0007821455322499999,-0.0017935356565714287,0.008103530888069763,0.00638948538721163,0.0196908354966611,STD
10,30,15,-0.021875126111640206,-0.006448016231878307,-0.011160599702513225,0.758980868469994,0.17878787564570492,0.5363858015086572,TWS
81,74,90,-0.0016868063118294053,-0.0023732875726969697,0.0008798521266105499,0.02981689337235938,0.02204487138163596,0.0332649825375892,STD
11,43,10,-0.05465235165026736,-0.005232395332486629,-0.030256354929946522,0.6157459313126514,0.0955688340371792,0.5281622835983681,TWS
95,103,96,-0.0001090487596251656,0.0001962259580423841,-0.0009158666196586755,0.005076644124782509,0.0024919369992634703,0.007348322632886273,STD
10,35,16,0.01779278304574899,0.0015900212526045888,-0.006125234702429152,0.39092158620103756,0.04446948561524136,0.19764341380767703,TWS
11,31,15,0.029280222980291013,0.0060031217585978834,-0.00859089261772487,0.8320442320485635,0.20256128180738994,0.6590726706465834,TWS
65,85,58,-0.0008384726775942786,-0.0007579040363485046,-0.0007099232720156048,0.009504081363806167,0.009213313951808423,0.011659405876896466,STD
16,17,43,-0.01007146508721804,-0.0011499647882707274,-0.006083027873082703,0.7487078279340289,1.1310770212628625,0.34249667119278665,ARC
49,44,82,-0.003281431213217626,-0.0013781690036048081,0.0015522109584646196,0.23366823782092488,0.45257000119946494,0.04443324457548072,DRI
12,53,13,0.0016769543421116559,0.007231619262864076,-0.002204540498786407,0.6544766570804372,0.12030791338449975,0.7349510747833792,TWS
20,10,22,0.017452455157846148,-0.013575250441692301,-0.006671727752338461,0.47847437443450314,0.9261373279287806,0.2584647011397157,DRI
46,30,28,-0.003741696338767126,0.0020298858453424713,0.009890645402328768,0.21619237701119112,0.7139153596050496,0.2939380377704368,JOG
63,57,66,0.031157561720013424,-0.07638442403025504,-0.01795718611575839,0.034721589758148784,0.04991886018843894,0.01776169269334797,STR
109,136,108,-0.00012762557645861597,-0.0007675060133048846,-0.00020152604533595658,0.0016009978657059978,0.0008087662513824737,0.0007150113565398549,SIT
92,89,64,9.584555157407412e-05,-0.00035859602066137586,-0.001715870314669312,0.006984812678291667,0.007404293159368738,0.010328121920631967,STR
74,111,87,0.0004620408830287709,-0.00025173090926536307,-2.799355959217877e-05,0.002848946517972786,0.0018378341773088878,0.0011670145089441944,SIT
33,26,21,0.008439954259066669,0.005674656772000006,-0.020221930946666678,0.39229362451259137,0.8237196367397491,0.5766687491283625,JOG
38,26,29,-0.0022497904367532475,0.008007941506493508,-0.007289447209753246,0.23421632552710003,0.5235792702430377,0.2050712109049677,JOG
74,121,100,-0.0005746010679046243,0.00011571841676300577,-0.0008850533311820809,0.005010905318712053,0.0014556268551055116,0.0011425922903760394,SIT
13,21,43,0.0450583221918919,0.015293624020270267,-0.016150722839864864,1.1577219682113078,1.5824445714572206,0.4533860270295892,ARC
14,10,45,0.04229337048880107,-0.039483237558629786,-0.015636087949802372,1.2629560910999658,1.6827151429737928,0.27182115605889007,ARC
55,64,66,0.00012040696303548796,-7.624439340811153e-05,-0.0028222582915817494,0.015019242828721635,0.022327342792222468,0.059085857900924875,STR
52,59,63,0.001962798118514211,-8.003475825581401e-05,0.0012881039395478034,0.038908786800345166,0.014936400348522292,0.0325662462452346,STR
76,125,70,2.2116602519674303e-05,-0.00029404740493704204,2.769939091316146e-05,0.004855110666840896,0.0013933836044928908,0.0019914384977409655,SIT
21,19,66,0.009194491067088598,0.10963431770696203,-0.0011287257217721517,0.6849036627446854,0.9565798128682861,0.1421138834320416,ARC
19,14,59,0.0005131840906735761,-0.07309270493031088,-0.002213487014637306,0.9340697024042491,1.3710149801312628,0.23564120595706806,ARC
93,129,103,-7.79702755080429e-05,-0.00047790233655093826,0.0003160570400290885,0.0013901434771971066,0.0008246771941531971,0.0007785549676252577,SIT
31,28,32,0.01635959183025936,0.02268200312391931,-0.0016759244953890521,0.3541032035456825,0.9273540822790546,0.4219250025143301,JOG
28,21,18,-0.01133908538863329,-0.002516505082273344,-0.0020232042124492585,0.2403073061500716,0.5866155142479962,0.6421289001273306,JOG
160,148,132,-0.00084529335313073,-0.0012897557728860436,-0.001129048272259923,0.001785418114169347,0.001774281209922108,0.0010391026833009582,SIT
13,13,59,-0.015373348254172022,0.020024114206675225,0.0029320862743132214,1.3357015475380993,1.9262563237510841,0.23731280502553612,ARC
21,15,16,0.032965258559681694,-0.00629416635066313,-0.003769296051724152,0.9444057895215208,1.8710168853611875,1.1182571389844866,ARC
14,48,15,-0.040659142326515144,-0.00010546973522727246,0.013785603056060603,0.5018869386409802,0.05283804815578723,0.4361752573723991,TWS
9,48,10,-0.004375692765873014,-0.0017083661190476188,-0.036307123224867725,0.8779873870884938,0.06211892690867088,0.8096815778956923,TWS
20,40,18,-0.030655340459210506,-0.01244528273777632,-0.02599407820657896,0.9491803685704607,0.25515605017989157,0.9414620983992243,TWS
106,80,68,-0.0003755898643530725,-0.0008306912165572626,-0.00023365568796229055,0.0065926498109909306,0.006300080481586827,0.005400859470637881,STD
14,21,38,-0.00849883017568733,0.013812121243935311,0.001418086621698112,0.6413448979999626,0.8237197757096082,0.18426442501846416,DRI
26,29,50,-0.0024365197559840413,0.00592365989667553,-0.0018794237319414888,0.2904745499742579,0.4659601122957285,0.07526473416214446,DRI
15,13,41,0.02660006159939211,0.05018701915653494,-0.0025969671790729487,0.5008078151845485,0.897095248910287,0.09604525553201909,DRI
