time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.55,-0.004860396,0.00569571,-0.009900755,0.04586164,0.07342482,-0.06349556,0.1922113,0.07238964,-0.1804625,356.5285,355.3227,359.225,-0.1629139,0.02395566,0.02110915,-0.1739012,-0.1906618,0.4063078,-0.02574287,-0.7154577,-0.2191423,70.89487,251.9637,270.988,0.1816827,0.04553687,0.06926674,-0.1785105,0.4184966,-0.4720242,0.3978574,-0.7172428,-0.1460799,55.99975,86.89616,85.16319
13.033,-0.003994924,0.006114074,-0.01059421,0.0470815,0.07223371,-0.06421246,0.1921766,0.07248829,-0.1806268,356.5001,355.2611,359.27,-0.2083081,0.04231151,0.04625132,-0.123793,-0.3661492,0.6004257,-0.02965815,-0.7143458,-0.2181813,70.58157,252.848,272.6944,0.2035874,0.05178464,0.09158287,-0.01525375,0.4719792,-0.5225382,0.401318,-0.7165213,-0.1444208,55.70791,86.64526,84.31349
26.444,-0.003667718,0.005346508,-0.01181341,0.03492054,0.07189187,-0.05107678,0.1921353,0.0725581,-0.1808202,356.4996,355.1992,359.2808,-0.245299,0.05573697,0.0597922,-0.1521606,-0.4600751,0.8055745,-0.03371901,-0.7133202,-0.2171974,70.26732,253.2771,274.1378,0.2324419,0.05465277,0.1070164,0.002883611,0.5199394,-0.5687505,0.4051748,-0.7160273,-0.1426171,55.29263,86.65083,83.73038
40.39,-0.003193673,0.003702013,-0.01330403,0.01546185,0.07378988,-0.03957906,0.1921106,0.07262182,-0.1810527,356.5304,355.138,359.2847,-0.2770089,0.06439774,0.0675065,-0.2424615,-0.4977426,0.9148055,-0.03803184,-0.7124627,-0.2159566,69.90096,253.2765,275.1366,0.2684935,0.05836662,0.1206275,-0.05476668,0.6077158,-0.6187471,0.4096472,-0.7154019,-0.1403331,54.68896,86.80958,83.28447
54.3,-0.002053493,0.001375507,-0.01485342,1.037918e-05,0.07830577,-0.03210665,0.1921206,0.07263973,-0.1813073,356.55,355.0687,359.2956,-0.3001131,0.07201312,0.07653716,-0.2804545,-0.4681127,0.8904784,-0.04242977,-0.7110878,-0.2146146,69.62016,253.1816,275.8042,0.3053213,0.07197563,0.1445831,0.001593072,0.7796752,-0.6947007,0.4144727,-0.7142389,-0.1377923,53.95544,86.52953,82.2215
68.1,-0.0008401723,1.029509e-05,-0.01568371,-0.005943412,0.07938687,-0.02354752,0.1921398,0.07261272,-0.1815486,356.5577,355.0035,359.2951,-0.3171408,0.07923934,0.08598866,-0.3090881,-0.3284761,0.7596247,-0.04739429,-0.7102139,-0.2127907,69.51482,252.582,275.6868,0.3397546,0.08922155,0.1741621,0.1038579,0.8587039,-0.6733519,0.4195601,-0.7124929,-0.1350361,53.36712,85.9283,80.97991
82.108,0.0009462986,0.0007232386,-0.01602756,-0.005728659,0.0749419,-0.02515332,0.192197,0.07263978,-0.1817808,356.5615,354.9518,359.3228,-0.3403338,0.09520255,0.1089558,-0.2256332,-0.3083432,0.6228411,-0.05260991,-0.7076774,-0.2104665,69.37955,252.8177,276.2293,0.3692475,0.1027331,0.1920432,0.0502464,0.8107396,-0.4678104,0.4253711,-0.7112041,-0.1323579,52.86711,85.52119,80.50038
96.165,0.002887087,0.002569832,-0.0160113,0.005915619,0.06717002,-0.02415006,0.1922837,0.07272767,-0.1819998,356.5351,354.912,359.3404,-0.3674355,0.1109298,0.1362259,-0.1331651,-0.3595961,0.538072,-0.05838322,-0.7059278,-0.2079873,69.17178,253.4897,277.1946,0.4092849,0.1145623,0.1989734,-0.110849,0.7361889,-0.4404023,0.4319751,-0.7097901,-0.1288847,52.27829,85.79241,80.50938
110.231,0.00440315,0.003576901,-0.016428,0.008423313,0.06053423,-0.01516296,0.1923769,0.07281657,-0.1822304,356.5334,354.8722,359.329,-0.4049326,0.1295754,0.1719224,-0.04542885,-0.42506,0.4906495,-0.06504441,-0.7039102,-0.2046852,68.93368,254.477,278.4744,0.4497558,0.132712,0.2109654,-0.04769654,0.7250967,-0.656282,0.438875,-0.7069799,-0.1257455,51.8061,85.9493,79.72283
123.998,0.005515309,0.002808144,-0.01750968,-0.006074716,0.05323505,0.002603917,0.1924752,0.07284857,-0.1824938,356.5661,354.8479,359.2874,-0.4493302,0.1573962,0.2181734,0.1858248,-0.6170833,0.5169281,-0.07211363,-0.7002903,-0.201196,68.63169,257.0174,281.3357,0.4877117,0.1459697,0.2152764,-0.00934471,0.62315,-0.9970992,0.4469228,-0.7054246,-0.1223247,51.51586,86.64442,78.9776
