time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.547,0.004870108,0.004730419,0.001755689,0.02012314,-0.04127917,0.002388833,0.187264,0.06328556,-0.241292,359.1893,355.0183,358.1383,-0.0791366,0.1363141,0.08307812,-0.2332426,0.1944807,0.4906088,-0.03988556,-0.3091255,-0.04646485,358.7112,329.5409,29.04021,0.08612896,0.01339532,0.01611418,-0.09671759,0.2225961,0.2330185,0.2044784,0.02021229,0.007175842,305.7995,339.7914,51.1645
13.194,0.005705002,0.004463306,0.0009751263,0.02151633,-0.03604892,0.002504885,0.1873574,0.06334707,-0.2413099,359.1714,355.0354,358.1399,-0.08147965,0.1598903,0.09051684,-0.2155904,0.1805581,0.5290425,-0.04108009,-0.306549,-0.0449734,358.3256,329.5179,28.68886,0.1000693,0.01125055,0.02858238,-0.1334266,0.2216925,0.2966105,0.2061701,0.02058767,0.007825127,305.8603,340.4293,50.49343
25.804,0.006038032,0.004474552,0.0005310881,0.0237428,-0.03725253,0.001893405,0.1874496,0.06340801,-0.241314,359.1447,355.0705,358.1432,-0.0817816,0.1829361,0.09866711,-0.1831208,0.1293805,0.5669073,-0.04227663,-0.3035806,-0.04338619,357.9437,329.6157,28.33967,0.1212126,0.01323878,0.03680413,-0.1614577,0.3319083,0.3671831,0.2079462,0.02087855,0.008519977,305.7537,341.3206,49.44348
39.906,0.006643603,0.004922297,2.092624e-05,0.03055076,-0.03238191,-0.003446012,0.187558,0.06348639,-0.2413263,359.1076,355.0831,358.1649,-0.08193684,0.2215272,0.107528,-0.1142782,0.08978535,0.6738216,-0.04372308,-0.2998128,-0.04158523,357.3654,329.8411,27.97428,0.1509603,0.01925398,0.04655872,-0.2084008,0.5313753,0.4524938,0.2102724,0.02133276,0.009444095,305.5414,342.5259,47.90059
53.904,0.006896568,0.004638815,-0.0002532132,0.04644626,-0.02598484,-0.01577548,0.1876622,0.0635576,-0.2413314,359.0472,355.089,358.2142,-0.08587904,0.265368,0.1107727,-0.08135676,0.1487769,0.8287552,-0.04492814,-0.2955651,-0.04041045,356.5609,329.937,27.50865,0.1789402,0.02021502,0.06081194,-0.3513306,0.7002885,0.5511603,0.2127252,0.02140294,0.0105035,305.5029,343.9247,45.97219
67.782,0.006971581,0.003991377,-0.0005630894,0.05480282,-0.01275154,-0.02655596,0.1877637,0.06361153,-0.2413424,359.004,355.0726,358.2575,-0.09240289,0.3119652,0.1157289,-0.08618892,0.2062207,0.9872078,-0.04680324,-0.2907253,-0.03789288,355.659,330.03,26.91324,0.1994446,0.002920755,0.08877976,-0.6258793,0.7149341,0.6160439,0.2156743,0.02095968,0.01213923,305.9683,345.1652,44.0379
81.973,0.006723451,0.003783448,-0.0009974577,0.05868292,-0.001299959,-0.02620526,0.187851,0.06366281,-0.2413659,358.9569,355.0537,358.2776,-0.1021821,0.3618478,0.1215106,-0.1134218,0.295949,1.148039,-0.04830805,-0.2850776,-0.03673326,354.6322,330.0616,26.20805,0.218221,-0.01447025,0.1175501,-0.7783173,0.6719289,0.7558552,0.2184342,0.02094003,0.0141632,306.5755,346.6669,42.09332
95.813,0.006146373,0.004308805,-0.001441053,0.05927866,0.004070049,-0.01651157,0.1879219,0.06373564,-0.2413971,358.9105,355.0446,358.276,-0.1163975,0.4104446,0.1268834,-0.1422513,0.4003714,1.243572,-0.05073485,-0.2790674,-0.03377065,353.5957,330.013,25.49408,0.2370987,-0.03194814,0.146075,-0.8643626,0.6095774,0.9240272,0.2211911,0.02060922,0.01626962,307.2709,348.3475,40.13443
110.438,0.00566383,0.004097123,-0.002127336,0.0572839,0.008521974,-0.01054898,0.1879834,0.06378446,-0.2414502,358.8724,355.0308,358.2861,-0.1319855,0.4580207,0.1314009,-0.1651899,0.4793571,1.286467,-0.0526809,-0.2720867,-0.0326575,352.6011,329.9442,24.79221,0.2559585,-0.05358521,0.1672979,-0.9594177,0.6321048,0.9643916,0.2249559,0.01908872,0.01819721,307.9369,349.7362,38.21051
123.742,0.005058648,0.003320008,-0.003127777,0.04762378,0.01449896,-0.003956761,0.1880216,0.06380004,-0.2415422,358.8543,355.0094,358.2821,-0.1450611,0.50783,0.1286987,-0.1106846,0.5921653,1.333329,-0.05530426,-0.2648586,-0.03003701,351.4373,329.8318,24.21072,0.2754839,-0.08224982,0.1937257,-1.136708,0.6376371,1.030023,0.2284675,0.01831376,0.0215213,308.9041,351.1389,36.15739
