time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,
3.623,0.01166154,0.01427425,0.0128171,0.1014138,-0.1063778,-0.02296162,-0.3401065,0.372341,0.9984014,357.979,8.226316,359.9383,0.01828638,0.006558319,-0.00152609,-0.07237677,-0.00699793,-0.03256985,-0.5123802,-0.5289964,1.095914,53.08658,348.4103,282.2676,-0.007462433,0.002930162,0.002552984,-0.03040696,-0.03700449,-0.2396108,-0.1459077,-0.5220839,1.022743,77.8734,50.49426,84.13127,
25.37,0.006385961,0.009156167,0.01462093,0.07037847,-0.02724884,0.009197264,-0.339736,0.372731,0.9990091,357.7747,8.296258,359.8392,0.03912574,-0.004387609,-0.03158208,-0.2115833,-0.01736997,-0.04179967,-0.5106832,-0.5297329,1.093251,53.15391,349.206,282.1895,-0.0848876,0.02527161,0.07111442,0.2637345,-0.3563072,0.4142188,-0.1484794,-0.5204702,1.025439,77.90397,42.03865,76.68302,
31.984,0.005913327,0.008331484,0.0145634,0.0615418,-0.01865159,0.01325433,-0.3395843,0.3729399,0.9994128,357.7144,8.302644,359.7882,0.04053302,-0.005265288,-0.03403689,-0.2230741,-0.01528254,-0.040465,-0.5098633,-0.5299528,1.092319,53.22107,349.5382,282.1352,-0.09588586,0.02958613,0.07627437,0.3304169,-0.450933,0.4233045,-0.1503934,-0.5195021,1.026806,78.00303,35.8567,70.48357,
42.819,0.005219473,0.007002581,0.01449144,0.05090193,-0.006760707,0.01866443,-0.3395448,0.3729748,0.9996114,357.7061,8.281982,359.7564,0.04377164,-0.009691849,-0.04209042,-0.2380108,-0.002359247,-0.01731066,-0.5095173,-0.5302396,1.091615,53.35329,349.6714,282.0539,-0.1234058,0.03830212,0.07472043,0.4418968,-0.7645687,0.2527594,-0.1513824,-0.5188971,1.026814,78.6852,30.0508,63.81593,
61.163,0.004263388,0.004674253,0.01428197,0.03433208,0.008398977,0.02656749,-0.3395577,0.3729042,0.9997785,357.7356,8.240586,359.7249,0.04793059,-0.0144579,-0.05165771,-0.2578696,0.02623637,0.004090153,-0.5093337,-0.5304389,1.091022,53.54466,349.8846,282.0439,-0.1246181,0.02775379,0.03660888,0.2378019,-0.9546036,-0.2787246,-0.1511969,-0.5198634,1.026141,80.35123,30.19682,62.70886,
76.884,0.003713511,0.002689536,0.01414099,0.0168637,0.01988219,0.02721207,-0.3395553,0.372828,0.9999491,357.7729,8.196487,359.7149,0.05205014,-0.01681325,-0.05901005,-0.2825866,0.0605135,-0.009674598,-0.5093617,-0.5311959,1.09083,53.70903,350.2896,282.2041,-0.1057074,0.01497401,0.01190656,0.01893858,-0.8225131,-0.4782954,-0.1511352,-0.5198909,1.025918,81.28465,32.85027,64.93246,
93.287,0.002878835,0.001197915,0.01402014,0.001536256,0.03193812,0.0194547,-0.3395537,0.3727763,1.000135,357.7999,8.14543,359.7327,0.05155395,-0.02037159,-0.06416352,-0.2831201,0.06642938,0.01821981,-0.5094928,-0.531266,1.090691,53.88654,350.4158,282.1357,-0.08091858,0.007648061,0.01543266,-0.0888467,-0.4884504,-0.2695842,-0.1515449,-0.5198188,1.026482,81.14162,34.95446,67.53796,
108.823,0.001919926,0.0008941418,0.01406733,-0.006995385,0.04094124,0.01227241,-0.3395639,0.3727757,1.000331,357.8206,8.093978,359.7424,0.04915563,-0.02232621,-0.06540546,-0.2597598,0.0739002,0.04299493,-0.5094807,-0.5309326,1.090265,54.04925,350.4794,282.0858,-0.06093558,0.002709612,0.02350717,-0.1379008,-0.2357857,-0.0789011,-0.1518897,-0.5205034,1.026948,80.84627,36.17918,69.27818,
124.311,0.001053888,0.0009290988,0.01397493,-0.006233695,0.04887065,0.002631583,-0.3395478,0.3727337,1.000456,357.8104,8.038303,359.759,0.04858112,-0.02342291,-0.06618313,-0.2380207,0.08715136,0.05113352,-0.5089528,-0.5314148,1.089694,54.20067,350.6005,282.1087,-0.05325623,-0.002722993,0.01950834,-0.2082969,-0.1778453,-0.06392005,-0.1524746,-0.5203056,1.026821,81.01099,37.27441,70.58937,
139.234,0.0003503342,0.001026053,0.01368977,-0.005146228,0.05367943,-0.005755947,-0.3395298,0.372685,1.000555,357.8045,7.982743,359.7803,0.04734601,-0.02236445,-0.06354059,-0.2005455,0.1105436,0.04344602,-0.5085542,-0.5315957,1.089143,54.33525,350.7581,282.2423,-0.0492406,-0.001369527,0.01524826,-0.3307186,-0.08613861,0.01715717,-0.1526601,-0.5204532,1.027493,81.18174,39.08124,72.88799,
