time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,
0.47,0.01767945,-0.00877382,-0.009884418,-0.04744766,-0.1115244,0.01291784,-0.06132897,0.3657263,1.686329,3.788914,0.2741725,359.4532,1.655411,2.949295,-0.6056592,-2.566013,3.168909,2.802364,-0.7387959,0.6423809,1.70002,315.3576,278.12,22.24976,-1.701825,2.842761,-0.1133968,-3.806221,-1.642388,-1.97881,0.6445473,0.6696061,1.665646,334.4528,73.05433,346.0138,
13.48,0.01751214,-0.009927847,-0.01296245,-0.05317825,-0.09800953,-0.01442671,-0.06109576,0.3655464,1.686047,3.843929,0.3255863,359.5136,1.796365,2.791884,-0.5944716,-2.383654,3.143993,2.65642,-0.7125118,0.6751186,1.692655,312.1055,277.9245,23.66932,-1.856468,2.702805,-0.1029724,-3.793246,-2.026355,-2.021129,0.6167271,0.7000908,1.664597,330.4851,72.36242,346.734,
27.092,0.01638575,-0.01108717,-0.01608497,-0.06549016,-0.07633159,-0.02991065,-0.06089662,0.3653562,1.685727,3.915923,0.3565438,359.5489,1.924318,2.625022,-0.5858185,-2.228783,3.113624,2.668769,-0.6849577,0.7052215,1.685436,308.8843,277.7335,25.42497,-1.996255,2.54135,-0.08520786,-3.745853,-2.483606,-1.716706,0.5877636,0.7282383,1.664261,326.6931,71.75797,348.2164,
40.85,0.01457949,-0.01217238,-0.01875538,-0.06884324,-0.06356391,-0.005513852,-0.06075266,0.3651777,1.685368,3.969918,0.3875909,359.4878,2.033219,2.446927,-0.570528,-2.113916,2.985586,2.760884,-0.656306,0.7329049,1.678546,305.8616,277.7897,27.30554,-2.113426,2.363935,-0.06195287,-3.587524,-3.016207,-1.250529,0.5575973,0.753845,1.664238,323.0702,71.30111,350.2762,
54.891,0.01306212,-0.0132681,-0.021125,-0.06057387,-0.06006384,0.02958773,-0.06060136,0.3649964,1.685024,3.997524,0.4275624,359.4069,2.129697,2.263902,-0.5490813,-2.063176,2.921591,2.891217,-0.6267632,0.7577153,1.672067,302.7852,278.0715,29.2065,-2.212862,2.179797,-0.03209915,-3.327693,-3.606466,-0.7968281,0.52682,0.7772716,1.665261,319.4344,70.95517,352.7237,
68.946,0.01239498,-0.01311762,-0.02348606,-0.05003895,-0.06356488,0.04535896,-0.06043182,0.3648554,1.684642,4.022344,0.4811792,359.3585,2.22468,2.030177,-0.5074754,-2.064165,2.861401,2.922066,-0.5964212,0.7791455,1.666478,299.7435,278.8219,30.62912,-2.2842,1.990177,0.006427623,-2.921182,-4.054092,-0.3754426,0.4950269,0.7975805,1.666546,316.0946,70.58469,355.4354,
82.809,0.01239724,-0.01207469,-0.02522732,-0.02989503,-0.06925958,0.05333102,-0.06026615,0.364718,1.68427,4.010697,0.5375437,359.3067,2.26865,1.87081,-0.4722587,-2.002256,2.819173,2.814693,-0.5667471,0.8001681,1.661086,296.868,279.7441,31.59524,-2.350843,1.798015,0.0548259,-2.652393,-4.315016,-0.2469943,0.4644123,0.8160546,1.668702,312.6214,69.47096,358.3605,
96.626,0.01236205,-0.01134534,-0.02729037,-0.008663074,-0.07363658,0.05930506,-0.06020031,0.3644923,1.683832,3.985867,0.5928121,359.2464,2.307714,1.669716,-0.4241952,-1.996818,2.715586,2.643152,-0.536456,0.8181171,1.656046,294.1943,281.5202,31.61351,-2.378984,1.602369,0.09750107,-2.152531,-4.404483,-0.05410337,0.4330058,0.8314216,1.671004,309.7076,68.65076,1.187989,
111.303,0.01265358,-0.01182082,-0.02971303,0.009573703,-0.06906971,0.05575839,-0.060114,0.3642737,1.683353,3.955853,0.6287059,359.2109,2.33336,1.520777,-0.4027949,-1.852841,2.816904,2.525703,-0.5062461,0.834609,1.651043,291.3368,282.903,31.83003,-2.39846,1.420994,0.167514,-2.037872,-4.363687,0.03777298,0.404803,0.847175,1.67448,306.8727,66.31754,4.923389,
124.053,0.01350036,-0.01286759,-0.03345424,0.004650836,-0.05060856,0.02609626,-0.05990136,0.3640306,1.682747,3.975345,0.6391628,359.2499,2.364708,1.348706,-0.388332,-1.657914,3.111165,2.418664,-0.4759894,0.8482453,1.646425,288.1166,284.3406,31.79955,-2.401836,1.244602,0.2447061,-1.799414,-4.513875,0.3089693,0.3760801,0.8602512,1.678286,304.3383,63.29212,9.916076,
