time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,
0.551,-0.003706577,-0.004299026,-0.003600721,-0.03900183,-0.02269669,0.002342683,-0.3341988,0.3720635,1.021438,356.95,6.158916,357.7624,-1.903141E-05,0.0002431155,0.001011785,0.02878127,0.01530988,-0.03721986,-0.4165047,0.5347188,1.650008,64.47497,58.71645,284.5461,-0.003331408,0.00179424,0.01180561,0.0027414,-0.01611739,0.2417585,-0.3611021,0.6281827,2.033715,81.67234,342.0515,49.59002,
13.204,-0.004548164,-0.004381826,-0.004218654,-0.03714208,-0.01987971,-0.000487254,-0.3342817,0.372,1.021362,356.9754,6.171246,357.771,-0.0003888513,2.798309E-05,0.0007521527,0.03885966,0.0131877,-0.03438118,-0.4165083,0.5347223,1.650022,64.46949,58.69408,284.57,-0.006642573,0.001528946,0.008678065,0.04978368,-0.101656,0.1656773,-0.3611012,0.6282414,2.033687,81.59975,341.2341,48.69247,
26.496,-0.005399544,-0.004182061,-0.005069287,-0.03204149,-0.01458392,0.001258261,-0.3343779,0.3719477,1.021269,356.9882,6.172919,357.7695,-0.0003322017,-5.012365E-05,0.0003441709,0.04121552,0.01631226,-0.02778886,-0.4165111,0.5347247,1.650038,64.46948,58.68689,284.6068,-0.005812699,0.001754697,0.01024845,0.1160027,-0.09780648,0.1659456,-0.3610779,0.6283006,2.033664,81.38204,341.1248,48.48741,
40.665,-0.006318836,-0.003707094,-0.005792969,-0.02704403,-0.01199171,-0.002166811,-0.3344713,0.3719225,1.021131,357.002,6.177202,357.7834,-0.0008622491,-0.0002850625,0.0002685353,0.05308915,0.01141899,-0.02833574,-0.4165137,0.5347262,1.650056,64.47767,58.68304,284.6561,-0.004671467,0.001309079,0.007456832,0.1577114,-0.09973774,0.088429,-0.3610367,0.6283531,2.033647,81.31755,340.9738,48.19083,
54.432,-0.006888121,-0.002840069,-0.006738981,-0.02375612,-0.005967638,-0.004498651,-0.3345641,0.3719158,1.020978,357.0153,6.170036,357.7929,0.0001832874,-0.0001353718,-0.0008476502,0.04993012,0.03439486,-0.01265364,-0.4165162,0.5347277,1.650076,64.48302,58.71134,284.7325,-0.0006771454,0.0005703152,0.003725568,0.1780935,-0.04682266,-0.004855197,-0.3609838,0.6283823,2.033644,81.34252,341.2584,48.32194,
68.136,-0.00761642,-0.002537671,-0.007512588,-0.01312326,-0.003535623,-0.006836897,-0.3346832,0.3718907,1.020843,357.0121,6.171348,357.7979,-0.0009038348,-0.0002788309,0.0003614172,0.06615566,0.01804428,-0.03718614,-0.4165196,0.5347297,1.650099,64.49196,58.68848,284.7828,-0.002220153,0.0006623366,0.003787892,0.2248762,-0.0888713,-0.02282777,-0.3609202,0.6284022,2.033649,81.25031,341.061,47.83679,
81.868,-0.007943779,-0.001806523,-0.008557963,-0.009177061,-0.000857219,-0.01006026,-0.334802,0.3718837,1.020697,357.011,6.166349,357.8109,-0.001293693,-0.0002843498,0.0009785176,0.06870551,0.01005442,-0.04783743,-0.4165225,0.5347316,1.650119,64.4966,58.66246,284.8205,-0.006441183,0.000914399,0.003848029,0.2800874,-0.1847276,-0.04151034,-0.3608421,0.6284224,2.033656,81.08672,339.8618,46.17065,
95.739,-0.008350195,-0.001218251,-0.009586621,-0.003051705,-0.0003430275,-0.01241419,-0.3349295,0.3718807,1.020537,357.0004,6.164467,357.8229,2.741459E-05,-5.274834E-05,-0.0002577259,0.05891365,0.03550155,-0.02830402,-0.4165258,0.5347329,1.650147,64.49845,58.67248,284.8957,-0.0067187,0.0003040393,-0.0005088875,0.332729,-0.2244203,-0.160163,-0.3607157,0.6284368,2.033675,81.16578,338.7907,44.55093,
110.396,-0.008415807,-0.0008555746,-0.01061369,0.001555511,-0.001011275,-0.01653802,-0.335057,0.3718666,1.020361,356.9874,6.163775,357.8401,-0.002091412,-0.0004628144,0.001561761,0.06018192,-0.01359554,-0.04790349,-0.4165271,0.5347323,1.650169,64.51353,58.58739,284.8735,-0.00539524,-0.0005700779,-0.006262419,0.3319825,-0.2217232,-0.2854223,-0.3605678,0.6284205,2.033714,81.40771,337.9031,43.20292,
123.862,-0.008432811,-0.0001359963,-0.01167787,0.006841504,-0.0003199141,-0.01765103,-0.3351862,0.3718695,1.020169,356.9705,6.162058,357.8523,-0.002358438,-0.0005834789,0.001510383,0.04959462,-0.02576526,-0.03852122,-0.4165275,0.5347311,1.650183,64.52142,58.56232,284.8787,-0.00250886,-0.0005504862,-0.01166757,0.2632885,-0.1032776,-0.3554844,-0.3723928,0.6222029,2.026502,85.47823,317.8154,25.70563,
137.685,-0.008346578,0.0006577686,-0.01227548,0.01557336,-0.002339909,-0.0224587,-0.335306,0.3718955,1.019983,356.9323,6.164894,357.8721,-0.0003725794,-0.0003666923,-0.0008671273,0.02338638,0.006331556,0.007827346,-0.4165264,0.5347282,1.650196,64.52937,58.59963,284.928,0.00359314,-0.0008643213,-0.0119367,0.03804764,0.04163236,-0.25809,-0.3717773,0.6220226,2.026875,85.66004,319.2564,27.55014,
