time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.568,-0.006457754,3.944683e-05,-0.001982146,-0.006897696,0.01940468,-0.01244392,-0.0007670484,0.07866947,-0.2113468,355.2202,0.8853477,1.460328,-0.00286389,0.002058767,-0.001054304,0.01515362,0.0008169027,-0.005036795,-0.09538867,-0.5157554,-0.05336738,17.43592,353.1514,330.071,-0.003819844,-0.004793068,-0.003116667,-0.02778688,0.05765433,-0.1526537,0.04318644,-0.5153984,-0.0358499,26.39857,358.7406,27.51517
12.023,-0.006331851,-0.0002355175,-0.002166373,-0.0008018314,0.02682715,-0.008344035,-0.0008710278,0.07864171,-0.2113931,355.2103,0.8552919,1.456272,-0.00332488,0.001248845,-0.0001670284,0.007948109,0.007239657,-0.01054296,-0.09542902,-0.5157547,-0.05337036,17.43027,353.1484,330.081,-0.006425374,-0.007129531,-0.0001003872,-0.0354872,0.1148859,-0.2200614,0.04274379,-0.515429,-0.03573567,26.4576,358.897,27.9723
25.305,-0.006260501,-0.0002748956,-0.002222195,0.003227542,0.03140307,-0.008063217,-0.0009623123,0.07863045,-0.2114286,355.2048,0.8235683,1.4635,-0.00345864,0.0004617062,0.0007007689,0.001812342,0.01200479,-0.01687489,-0.09547716,-0.515758,-0.05335889,17.43253,353.148,330.0976,-0.01290058,0.002876323,0.002331833,0.02075125,0.1513833,-0.1376241,0.04254615,-0.515233,-0.03576957,26.31923,358.8462,28.03631
39.228,-0.005935652,-2.612265e-05,-0.002173135,0.008265386,0.03708171,-0.007978934,-0.00103591,0.07863591,-0.2114581,355.188,0.7855201,1.466209,-0.003541288,0.0001170739,0.0008560079,0.0009494792,0.0136454,-0.02126164,-0.09552696,-0.5157717,-0.05334102,17.43828,353.1483,330.1139,-0.01796795,0.01617618,0.004478441,0.09326719,0.1265479,0.01935407,0.04241159,-0.5150124,-0.03572008,26.12696,358.7297,27.88154
52.951,-0.00556862,0.0003429541,-0.002113553,0.01141593,0.03846305,-0.007151634,-0.001094806,0.07865413,-0.2114868,355.1752,0.7561477,1.465316,-0.0036106,-0.001171192,0.001501212,-0.01484263,0.02418805,-0.01840367,-0.09557456,-0.5157827,-0.05331015,17.45491,353.1492,330.1319,-0.02411383,0.02432701,0.002520916,0.1083003,0.08761735,0.2213876,0.04214149,-0.5146744,-0.03610169,25.81203,358.3585,27.43137
67.16,-0.004846753,0.0007426497,-0.002264959,0.01126491,0.04208075,-0.004509673,-0.001119781,0.0786862,-0.2115236,355.1673,0.7156942,1.461326,-0.00320087,0.0006095886,0.0005617291,0.007945002,0.008854544,-0.03576021,-0.09562422,-0.5157962,-0.05329832,17.46067,353.1571,330.1611,-0.02761892,0.01833139,-0.002178266,0.01728505,0.06362607,0.2839917,0.04204692,-0.514956,-0.03601905,25.8467,358.0223,27.10155
81.107,-0.004187666,0.0007227491,-0.002110467,0.01033567,0.04025405,-0.002036265,-0.001139673,0.07870673,-0.2115496,355.1609,0.6911076,1.456729,-0.004216184,-0.0008541595,0.0006915465,-0.01070665,0.03181313,-0.01741133,-0.09565946,-0.5157936,-0.05325963,17.48078,353.1525,330.1817,-0.02072942,0.004578175,-0.004189781,-0.06993669,0.02995517,0.1490826,0.04197054,-0.5151817,-0.03566435,26.05848,358.1437,27.27068
94.831,-0.003684996,0.0003401932,-0.001728763,0.008517621,0.03523439,0.0009765937,-0.001177594,0.07870243,-0.2115647,355.1566,0.6752394,1.449679,-0.003864374,-0.0006064789,0.0002226671,-0.01043085,0.02387545,-0.01214762,-0.0956866,-0.5157896,-0.05325941,17.48549,353.1547,330.1979,-0.01115859,0.000594836,-0.003482262,-0.05217622,0.007022363,0.06912036,0.04199832,-0.5150809,-0.03584892,26.07894,358.2125,27.32992
109.05,-0.002750314,5.13855e-05,-0.001250776,0.005388779,0.0341742,0.002249684,-0.001192622,0.07869586,-0.2115703,355.1566,0.6476173,1.443122,-0.002804467,0.0007016685,-0.001469778,0.009334242,-0.0006992884,-0.0313068,-0.09573013,-0.5157959,-0.05327617,17.48425,353.163,330.2221,-0.004308231,0.002181276,-0.0005228686,-0.0178081,-0.02990647,0.02534368,0.04193709,-0.5151669,-0.03572804,26.09255,358.2346,27.32534
122.624,-0.002208837,-0.0005394073,-0.0004221129,0.006682927,0.02989273,0.001874272,-0.001219876,0.07865921,-0.2115525,355.1426,0.6340034,1.44409,-0.002747603,-0.0008387814,-0.002122714,-0.01236261,0.0049993,-0.004313271,-0.09575745,-0.5158011,-0.05328301,17.5014,353.162,330.2254,-0.002664679,0.009002295,0.0004700836,0.0451159,-0.02999001,0.07393087,0.04189748,-0.5151272,-0.03569865,26.03819,358.2151,27.22963
