time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,
0.544,0.0003368732,-0.0003101414,-0.0004364976,0.0008362635,0.00751067,0.0005777,-0.2554451,-0.1577988,1.205074,353.587,2.507619,358.3827,0.0008920272,-0.001538812,0.00172431,-0.009437074,0.006273346,-0.001775371,-0.3371845,-0.562521,1.652532,5.465463,356.7509,356.8549,0.01210651,0.004302982,-0.0001402327,-0.04449366,-0.03864485,0.1544917,-0.1084391,-0.5584422,1.624725,4.374468,349.8273,343.6198,
13.162,0.0004838747,-0.0001432189,-0.0004131551,0.000948705,0.008778167,0.001385376,-0.2554413,-0.157789,1.205075,353.5861,2.499248,358.3798,0.0009749987,-0.002312652,0.002498025,-0.01455202,0.003024203,-0.002169279,-0.3371957,-0.5625628,1.652586,5.476529,356.7486,356.8548,0.005419371,-0.002758448,0.005772534,-0.09384836,0.00562766,0.08803519,-0.1085225,-0.5584401,1.624852,4.471762,349.8108,343.5985,
26.294,0.0005428965,-0.0003027759,-0.000364873,0.002119842,0.008144846,0.00363161,-0.2554357,-0.1577927,1.205075,353.5829,2.494452,358.3722,0.0007416633,-0.002518219,0.003189578,-0.01408643,0.005077356,-0.001905823,-0.3372057,-0.5626125,1.652657,5.487699,356.7455,356.8555,-0.002180333,-0.005109755,0.008985077,-0.08405039,0.03253166,-0.02796538,-0.1085887,-0.5584116,1.62498,4.552739,349.8022,343.6628,
40.366,0.0007567486,-0.0004059461,-0.0003625971,-0.002215316,0.006258921,0.004346102,-0.2554191,-0.1578009,1.20507,353.591,2.492838,358.3676,0.0004685859,-0.002066579,0.003519215,-0.008958637,0.008069215,0.0005995986,-0.3372141,-0.5626525,1.652714,5.494518,356.74,356.8546,-0.007921576,-0.008513213,0.009536254,-0.07694613,0.06382426,-0.08401968,-0.1087817,-0.5584598,1.625188,4.68048,349.7686,343.7477,
54.377,0.001177702,-0.0005831087,-0.0007266648,-0.005288388,0.00952497,0.003840238,-0.2553923,-0.1578144,1.205051,353.5996,2.481475,358.3642,0.0008269117,-0.0008654244,0.002956668,0.00990453,0.003439471,0.006338389,-0.3372192,-0.5626906,1.652776,5.495979,356.7364,356.8514,-0.01288584,-0.008462036,0.006981234,-0.03052592,0.07588642,-0.09543758,-0.108975,-0.5585673,1.625358,4.725292,349.7136,343.8375,
68.317,0.001203621,-0.0007648861,-0.0007472491,-0.006655717,0.004959174,0.002749747,-0.2553985,-0.1578309,1.205003,353.6075,2.485722,358.3642,0.001220452,-0.002757484,0.004258083,-0.0280057,0.0009790511,0.001902849,-0.3372228,-0.5627261,1.652837,5.510639,356.7354,356.8466,-0.01499947,-0.006131164,0.005126074,0.003386096,0.06452416,-0.0910861,-0.1090376,-0.5585549,1.625126,4.732944,349.6825,343.9105,
82.093,0.001196688,-0.0003707097,-0.001075212,-0.01107175,0.0009942933,0.003923422,-0.2554071,-0.1578286,1.204938,353.6228,2.492011,358.3608,0.00105251,-0.001023903,0.002940083,0.003644048,0.004461997,0.008643733,-0.3372276,-0.5627456,1.652799,5.508091,356.732,356.841,-0.01641588,-0.003304134,0.00269845,0.01829552,0.0622795,-0.05335911,-0.1091658,-0.5585677,1.625116,4.726716,349.6466,343.9248,
96.239,0.001330427,-0.0003210694,-0.001029503,-0.005871323,-0.002370693,0.004303412,-0.2553931,-0.1578348,1.20491,353.6187,2.498958,358.3579,0.001174351,-0.00150184,0.002181635,0.003201798,0.001890118,0.01259456,-0.3372269,-0.5627717,1.652785,5.510481,356.7295,356.8338,-0.01847645,0.003973442,-0.000520487,0.04504751,0.06373037,0.03484888,-0.1094741,-0.5585049,1.625375,4.679251,349.5676,343.8753,
111.061,0.001526706,9.945349E-05,-0.001288095,-0.003863188,-0.005589168,0.004870248,-0.2553664,-0.1578237,1.204886,353.6182,2.508869,358.3549,0.001204085,-0.002162636,0.001938659,-0.003084205,0.003436061,0.01068186,-0.3372186,-0.5628099,1.652798,5.517044,356.7279,356.8284,-0.01969834,0.0154492,-0.004327392,0.08939634,0.05838278,0.1058185,-0.109593,-0.5580527,1.624688,4.52073,349.4306,343.7632,
124.143,0.001573632,0.0002552614,-0.001190378,0.0001204518,-0.0112127,0.004733196,-0.2553421,-0.1578179,1.204873,353.6107,2.526096,358.3539,0.001801474,-0.003744739,0.002895133,-0.03102005,-0.002932399,0.00353693,-0.3371975,-0.5628603,1.652825,5.533171,356.7278,356.8197,-0.01916995,0.02708391,-0.009313076,0.1449232,0.03788659,0.1687255,-0.1101407,-0.5575966,1.625018,4.194545,349.2783,343.5757,
