time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
485.831,0.01289979,-0.004261294,-0.006617656,-0.06135398,-0.01652891,-0.009035407,0.1883814,0.06446268,-0.2385753,359.4633,354.5717,1.300118,-0.04788786,0.0537379,0.03202195,-0.4042681,0.2826366,0.2206914,-0.03113639,-0.3032537,0.01972233,349.6343,317.0694,14.97791,0.152339,-0.02168129,0.02827173,-0.09606468,0.4767126,0.458606,0.3111764,0.0860066,0.003871508,309.3252,358.411,29.82104
500.025,0.01399634,-0.003634034,-0.008291947,-0.05699824,-0.01828155,0.00173569,0.1886293,0.06446502,-0.2387411,359.5015,354.5902,1.268477,-0.08787122,0.1218037,0.03936866,-0.3119236,0.2873276,0.2394401,-0.03344474,-0.2999669,0.02063836,349.3491,316.9233,14.85479,0.2021416,-0.05045931,0.05547945,-0.09332035,0.534914,0.5565302,0.3146826,0.08450562,0.005262256,309.4391,359.4478,28.58479
513.89,0.01525352,-0.003641575,-0.01047498,-0.06087537,-0.02035194,0.02056901,0.1889045,0.06445506,-0.2389504,359.5526,354.6105,1.207471,-0.1210526,0.1768364,0.04728901,-0.1238182,0.2036916,0.2200003,-0.03607912,-0.2961554,0.02151636,349.1865,316.9219,15.04001,0.2490105,-0.08306739,0.08336361,-0.1396913,0.5966129,0.6608649,0.318683,0.08259895,0.006940607,309.6935,0.5669907,27.1987
527.773,0.01620122,-0.003609419,-0.01212428,-0.05795284,-0.02426187,0.03869267,0.1892015,0.06442899,-0.239214,359.5741,354.6362,1.14299,-0.1531713,0.2380738,0.04804801,0.1126046,0.1879209,0.2777143,-0.03907303,-0.291501,0.02222775,348.8164,316.8619,15.48785,0.2913659,-0.118722,0.1108522,-0.2307456,0.6965412,0.7333872,0.323177,0.08018857,0.00896902,310.0635,1.644971,25.66374
541.305,0.01706726,-0.002808254,-0.01330744,-0.0524957,-0.02811613,0.055152,0.1894606,0.06446804,-0.2394261,359.5975,354.6656,1.069739,-0.1845713,0.3051178,0.03938051,0.248242,0.3302074,0.3882526,-0.0422249,-0.2860414,0.02284444,348.1666,316.5239,15.89649,0.3305568,-0.15676,0.1430178,-0.3630596,0.7937545,0.8459263,0.3280289,0.07737872,0.01153778,310.6572,2.811273,23.9523
555.489,0.01840724,-0.001513504,-0.01387476,-0.0311035,-0.03028806,0.06294676,0.1897561,0.06448206,-0.2396067,359.5692,354.6923,1.023188,-0.2092841,0.3755173,0.02768401,0.2222774,0.5845025,0.5330844,-0.0452286,-0.2797135,0.02350141,347.2365,315.9158,16.02031,0.3655649,-0.1965602,0.1761349,-0.4742422,0.8511785,0.9969234,0.3330812,0.07400487,0.01437361,311.417,4.122306,22.1502
569.389,0.02016181,0.0008655696,-0.01410615,-0.01239736,-0.02957363,0.05159108,0.1901212,0.06458241,-0.2398305,359.5489,354.7128,1.017212,-0.2199647,0.4458773,0.02059514,0.07630426,0.8009167,0.7115386,-0.04809232,-0.2725965,0.02425844,346.0893,315.3358,15.80186,0.3946266,-0.2386046,0.2051133,-0.5643872,0.884174,1.129852,0.3383657,0.07010034,0.01737158,312.2886,5.430606,20.36725
583.167,0.0219568,0.003391853,-0.01377889,0.01429388,-0.02959432,0.03863312,0.1904931,0.06464063,-0.2400159,359.4897,354.7395,1.019527,-0.2165716,0.5143619,0.01929994,-0.1004218,0.9346227,0.9253427,-0.05083226,-0.2648052,0.02508112,344.7329,314.9489,15.34873,0.4172986,-0.2808093,0.2260101,-0.6044284,0.8862435,1.212637,0.3438807,0.06557721,0.02044252,313.1526,6.658301,18.7064
597.47,0.02316784,0.005065521,-0.013602,0.03193414,-0.03204593,0.0434009,0.1908242,0.06468143,-0.2402149,359.4349,354.7731,0.9718899,-0.2040664,0.5767004,0.02323618,-0.2467367,0.9819745,1.132487,-0.05342211,-0.256479,0.02600551,343.264,314.7918,14.79451,0.4383348,-0.3227503,0.2395597,-0.5984367,0.8656093,1.303628,0.3495661,0.06062055,0.02351008,314.0313,7.949275,17.07383
611.508,0.02360418,0.004757988,-0.01373237,0.03573966,-0.03602085,0.06273992,0.1911333,0.06469232,-0.2404172,359.3956,354.8121,0.8859364,-0.1873781,0.6284412,0.03253263,-0.3549935,0.9308386,1.296264,-0.05605379,-0.2477265,0.02700693,341.8231,314.9203,14.18855,0.4532312,-0.3602884,0.245773,-0.550458,0.8856541,1.341421,0.3552075,0.05520766,0.02659222,314.8175,9.186848,15.42658
625.086,0.02394043,0.00388825,-0.01416156,0.02460848,-0.03634151,0.07460701,0.1914773,0.06474517,-0.2406321,359.3911,354.8381,0.8170618,-0.1769994,0.6706642,0.03568067,-0.4061335,0.9309486,1.361068,-0.05872434,-0.238475,0.02781754,340.4556,314.9662,13.62473,0.4583135,-0.3944733,0.2482769,-0.5040829,0.9044186,1.331842,0.3607646,0.04935198,0.02969136,315.5648,10.28084,13.87589
639.115,0.02467358,0.002875718,-0.01423179,0.01859087,-0.03660746,0.06685336,0.1918303,0.06477268,-0.2408239,359.3795,354.8686,0.7928864,-0.1744183,0.7074053,0.02944884,-0.3484227,0.9904403,1.342187,-0.06128595,-0.2288086,0.02844018,339.1515,314.7587,13.29988,0.4574492,-0.4306963,0.2516586,-0.50658,0.9271262,1.329901,0.3662423,0.04298145,0.03288262,316.4087,11.26655,12.37725
653.095,0.02543378,0.00225927,-0.01399002,0.01180032,-0.03909992,0.05245486,0.1921876,0.06479065,-0.2409957,359.3805,354.9065,0.7791555,-0.1709917,0.7438482,0.02167818,-0.2096003,0.9859974,1.308668,-0.06373622,-0.2186073,0.02906184,337.9195,314.5408,13.24276,0.4557363,-0.4702443,0.2599695,-0.5697306,0.9841791,1.391491,0.3717312,0.03617397,0.03628289,317.4821,12.2441,10.78156
666.934,0.026419,0.001730244,-0.01340372,0.003654822,-0.03949827,0.03885573,0.1925743,0.06480443,-0.2411481,359.3875,354.9372,0.7668251,-0.1603274,0.7707571,0.02097115,-0.1593476,0.9271049,1.287075,-0.06585009,-0.2083385,0.02985062,336.744,314.4942,13.08419,0.4555596,-0.512439,0.2732301,-0.6612487,1.046254,1.556397,0.3770343,0.02900975,0.03983291,318.848,13.36542,9.028291
680.877,0.02669832,0.001437119,-0.01229889,0.0001525433,-0.04176806,0.03493632,0.1929355,0.06483546,-0.2412745,359.3869,354.9752,0.7396653,-0.1418308,0.7921512,0.02623638,-0.2324229,0.8541,1.261335,-0.06768917,-0.1977179,0.03061178,335.6527,314.6594,12.64449,0.4497384,-0.5486189,0.280678,-0.6631154,1.065946,1.715629,0.3818364,0.02156671,0.04326057,320.2118,14.59872,7.246701
694.738,0.02695901,0.001254742,-0.01080215,0.003560054,-0.0363074,0.03878966,0.1933087,0.06483471,-0.2413822,359.3652,354.9934,0.7001762,-0.1210411,0.8119462,0.02532347,-0.3071325,0.8643646,1.237013,-0.06911708,-0.1868282,0.03110945,334.5276,314.7689,12.09549,0.4341648,-0.5740736,0.2803257,-0.6017419,1.050878,1.777586,0.3861377,0.01381078,0.04652222,321.4254,15.73773,5.599588
708.593,0.02719419,0.001031414,-0.009214301,0.006768846,-0.0309068,0.03824012,0.1936985,0.0648083,-0.2414717,359.3488,355.0076,0.6761397,-0.09857549,0.8328147,0.01411218,-0.3025529,0.9057753,1.26778,-0.07034324,-0.1757171,0.03111988,333.2583,314.8398,11.64691,0.3990078,-0.6018667,0.2772611,-0.5930095,1.02417,1.721602,0.3896298,0.005493611,0.04965036,322.5899,16.51562,4.265896
722.35,0.0278601,0.0007764702,-0.007866412,0.003210541,-0.02251972,0.03845832,0.1941216,0.06480237,-0.2415865,359.3527,355.0113,0.6448777,-0.08033565,0.8526557,-0.00714906,-0.1994513,0.9894647,1.339691,-0.07139029,-0.1646515,0.03081714,331.7824,314.7501,11.4334,0.349813,-0.6288763,0.2704851,-0.646993,0.981041,1.546437,0.3925912,-0.003206646,0.05256281,323.6893,16.82006,3.363669
736.269,0.02806236,0.0001996412,-0.006626146,-0.002159384,-0.02360743,0.04938103,0.1945007,0.06476907,-0.2416361,359.351,355.04,0.5791714,-0.06074505,0.8710062,-0.03380882,-0.06048992,1.076914,1.394321,-0.07211467,-0.1534193,0.03030691,330.2234,314.5231,11.40265,0.2990081,-0.6546701,0.2598963,-0.7157896,0.9165689,1.343376,0.3951223,-0.01218375,0.05526084,324.7232,16.8676,2.762653
750.331,0.02795703,-0.0001923465,-0.0059158,-0.018486,-0.02914894,0.06694113,0.194875,0.0647507,-0.2417164,359.3813,355.0764,0.4889973,-0.04203277,0.8798,-0.05211823,0.01564885,1.132606,1.369114,-0.07248597,-0.1422027,0.02993308,328.8007,314.2719,11.31845,0.2592998,-0.6763338,0.2464475,-0.7313703,0.8706499,1.237607,0.397481,-0.02115965,0.05780718,325.7479,17.01093,2.093675
764.117,0.02778374,-0.001385763,-0.005250975,-0.03376228,-0.03575118,0.07930554,0.1952333,0.06470162,-0.241788,359.4194,355.118,0.40374,-0.02005889,0.8779536,-0.0554658,-0.03251422,1.135863,1.285083,-0.07251468,-0.1311631,0.02981067,327.5925,314.2099,10.95253,0.2338205,-0.688508,0.2292788,-0.6410937,0.8208784,1.235246,0.3997128,-0.03014784,0.06011163,326.6685,17.45155,1.202284
778.285,0.02767053,-0.001973812,-0.004485314,-0.04073841,-0.04333485,0.07702934,0.1956027,0.06465235,-0.2418162,359.4447,355.1653,0.3534964,0.005685958,0.8674177,-0.04444472,-0.213893,1.109108,1.153023,-0.07210992,-0.120234,0.02996346,326.6306,314.4414,10.13506,0.2164928,-0.6940612,0.2111523,-0.5008934,0.7862682,1.308096,0.4015255,-0.03912108,0.06222875,327.5488,18.14835,0.06853974
792.287,0.02775407,-0.00244603,-0.003265182,-0.03485718,-0.0485675,0.06958427,0.195992,0.0646005,-0.2418246,359.4494,355.2097,0.310603,0.03936908,0.848129,-0.01989483,-0.5028495,1.020104,1.01183,-0.07126747,-0.1094433,0.03031034,325.934,315.1238,8.857544,0.1937603,-0.6983982,0.1966829,-0.4183685,0.7950804,1.362343,0.4028386,-0.04828358,0.06425501,328.4836,18.76308,358.9155
