time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.458,-0.08175914,-0.07693829,-0.05396875,0.07110725,-0.1769345,0.01551587,0.0347497,0.4221668,0.08098254,353.2617,2.09602,358.6772,0.009903959,0.009462274,0.1730975,0.4926735,0.02033675,-0.4673498,-0.1268783,-0.1269742,0.05931821,31.42809,10.70698,14.0022,0.2062877,-0.7008022,-0.2296456,-0.6843693,-1.342772,-1.615689,0.09499757,-0.02482742,0.1979408,7.943641,348.6213,13.32225
13.208,-0.08038395,-0.1851529,-0.06527589,-0.07643568,-0.1838195,-0.03274716,0.03361294,0.4170529,0.07981193,353.5196,2.227245,358.7825,0.03905444,-0.04085556,0.2208508,0.6377803,0.03048862,-0.6579869,-0.126247,-0.1294665,0.0632761,30.56691,11.44871,14.48606,0.2253514,-0.842636,-0.2699821,-0.8596197,-1.210205,-1.390579,0.09827533,-0.03869741,0.1932639,9.238164,349.295,13.52796
26.417,-0.08034538,-0.2852935,-0.07652271,-0.2415105,-0.1761442,-0.02255489,0.03246013,0.411029,0.07846352,353.9561,2.359788,358.7903,0.07059459,-0.08565758,0.2667102,0.8436102,-0.04146916,-0.8473455,-0.1253885,-0.1326831,0.06769076,29.46456,12.38112,14.87047,0.2578039,-0.976895,-0.3135644,-1.14032,-1.183756,-0.937516,0.1025353,-0.05440105,0.1880623,10.57345,349.8126,12.9169
40.592,-0.08045866,-0.3729886,-0.086908,-0.3812452,-0.164332,0.01820171,0.03134035,0.4041571,0.07706321,354.4258,2.495776,358.752,0.09631086,-0.1335207,0.3112313,1.018017,-0.2259194,-0.8954676,-0.1242621,-0.1366834,0.0732172,28.38899,13.2947,14.87438,0.2944221,-1.112828,-0.3654624,-1.583442,-1.181449,-0.5319483,0.1072922,-0.07148191,0.181498,12.34607,350.1269,11.83603
54.393,-0.07950374,-0.4440387,-0.09409587,-0.4834427,-0.1622797,0.06281178,0.03033002,0.3969,0.07571203,354.936,2.655921,358.6956,0.111387,-0.17447,0.3594161,1.207212,-0.4243747,-0.7537284,-0.1231593,-0.1404506,0.07885446,27.32396,13.90568,14.33355,0.3252683,-1.259514,-0.4352002,-2.355335,-1.071769,-0.4363062,0.1126944,-0.08988747,0.1747958,15.17986,349.9305,10.64314
68.33,-0.07664344,-0.4913341,-0.09631732,-0.5463614,-0.1795169,0.1115944,0.02942311,0.3898433,0.07450441,355.4345,2.870019,358.5975,0.1220633,-0.1997857,0.4121656,1.320579,-0.6264361,-0.5427602,-0.1215162,-0.1442882,0.08642228,26.42083,14.37336,13.47256,0.3637669,-1.353361,-0.5166007,-2.866836,-0.9164208,-0.6423948,0.1187531,-0.1062669,0.1660689,18.32042,349.7635,10.01839
81.938,-0.07194234,-0.5063069,-0.09463509,-0.5173045,-0.2023744,0.15912,0.02860011,0.3835383,0.07332209,355.725,3.092977,358.4609,0.1269831,-0.1892507,0.4608034,1.474623,-0.7206066,-0.3732893,-0.1201545,-0.1465905,0.09370752,25.33435,14.69441,12.48275,0.4076465,-1.35509,-0.5869396,-2.869125,-0.8198269,-0.7722813,0.1254861,-0.1214493,0.1572952,20.79963,349.847,9.678244
96.135,-0.06658118,-0.4871134,-0.09022645,-0.3400441,-0.2197821,0.1573483,0.02780229,0.3781148,0.07231487,355.6401,3.292067,358.4098,0.1292558,-0.1214222,0.5235308,1.851646,-0.7115253,-0.246853,-0.1186918,-0.1472613,0.1020293,23.63613,14.81758,11.23497,0.512611,-1.250473,-0.6414535,-2.07083,-1.010358,-1.420765,0.1333358,-0.1328945,0.1474685,22.16302,351.8524,11.18916
110.912,-0.06112151,-0.4461404,-0.08219881,-0.1104243,-0.2008451,0.05048599,0.0270395,0.3732959,0.07147313,355.3907,3.368222,358.558,0.1312887,-0.03116158,0.5651546,2.150525,-0.720793,-0.1960429,-0.117618,-0.1457278,0.1093254,21.82276,15.01903,9.98272,0.5973421,-1.081768,-0.6670302,-1.25616,-1.257941,-1.724936,0.1409109,-0.1427996,0.138259,22.6884,354.2343,12.56918
123.774,-0.0567658,-0.3899539,-0.07538116,-0.0165332,-0.1139937,-0.04243642,0.0263967,0.3692668,0.07049711,355.3712,3.278147,358.6823,0.1338828,0.08891281,0.5926956,2.32927,-0.6979943,-0.2827383,-0.1161291,-0.1431134,0.1180021,19.90724,15.39251,9.011516,0.6233996,-0.9419993,-0.6914803,-1.22148,-1.372129,-1.714749,0.1479048,-0.1504574,0.1289369,24.06151,355.952,13.19698
