time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,
0.449,-0.003882985,0.01000431,-0.01709004,0.08448296,-0.006276563,-0.0406587,0.01978556,0.3741294,1.584563,351.0446,2.466099,358.4498,0.02643766,-0.1875929,0.0006484995,-0.6743258,-0.04225853,0.1261084,-0.02008945,0.4473183,2.146031,346.2674,33.3508,308.7111,-0.0470439,-0.01938248,-0.002319869,-0.2704408,-0.1810276,-0.3764284,0.2018969,0.1899248,2.187222,337.3935,6.627706,311.3291,
14.535,-0.004644977,0.009971749,-0.01530686,0.07437558,-0.02212666,-0.0350341,0.01973918,0.3742043,1.584312,351.0017,2.499344,358.4679,-0.02284126,-0.1846464,0.01259827,-0.6305461,-0.06327495,0.004382197,-0.02190564,0.4448177,2.146702,346.1902,33.42878,309.1677,-0.0287261,0.06392507,-0.0113691,0.01303173,-0.3023353,-0.5475283,0.2025738,0.1924871,2.187331,336.8682,6.019016,312.1044,
26.702,-0.005832235,0.01056097,-0.01340968,0.06775665,-0.03513353,-0.02714469,0.01963234,0.374356,1.58417,350.9529,2.542613,358.4785,-0.07502098,-0.1823581,0.02759886,-0.5407419,-0.04686395,-0.09087287,-0.0243851,0.4423214,2.147565,346.1165,33.3804,309.534,0.002455451,0.1365626,-0.0197755,0.07313233,-0.5216058,-0.6735458,0.203971,0.1957745,2.187163,336.3183,5.711847,313.0959,
40.195,-0.007297605,0.01157089,-0.01126951,0.06664453,-0.04326409,-0.02112216,0.01949438,0.3745432,1.584067,350.8937,2.580454,358.4929,-0.1288417,-0.1794184,0.04631682,-0.4651731,0.02138617,-0.1976143,-0.0273637,0.4400692,2.148733,346.0768,33.15985,309.9562,0.03766292,0.1899448,-0.02522755,-0.04735689,-0.7676626,-0.7854376,0.205426,0.1994961,2.186987,335.8866,5.733061,314.3336,
54.28,-0.00880287,0.01267797,-0.008799416,0.07090943,-0.04787613,-0.01768871,0.01933618,0.3747247,1.584008,350.8223,2.614038,358.503,-0.1802321,-0.1714523,0.05927477,-0.4544663,0.03466614,-0.3090336,-0.03136857,0.4378466,2.14947,345.9512,32.94587,310.4988,0.07096425,0.2477622,-0.02903343,-0.2203091,-1.04405,-0.9836782,0.2072686,0.2041295,2.185758,335.5233,5.786581,316.0535,
68.421,-0.01013222,0.01375638,-0.006094493,0.07688344,-0.05176786,-0.02246444,0.0191659,0.3748929,1.583993,350.7477,2.648344,358.5345,-0.2292573,-0.1520843,0.06191495,-0.5242772,-0.08085406,-0.4659673,-0.03549002,0.4361864,2.150667,345.5375,32.84921,311.2526,0.08423208,0.3057794,-0.04102669,-0.1691234,-1.240042,-1.197275,0.208878,0.2098993,2.185651,334.8926,5.453588,317.9326,
82.173,-0.01121523,0.01515104,-0.003702147,0.07771345,-0.05107324,-0.02722513,0.01898618,0.3750926,1.584004,350.6848,2.673897,358.5655,-0.2791511,-0.1248263,0.06291865,-0.7397847,-0.2141113,-0.7162255,-0.0406508,0.4348103,2.151462,344.9293,32.71921,312.5403,0.0969214,0.3745909,-0.05697501,0.1238552,-1.291799,-1.270236,0.2115533,0.2157822,2.184213,333.9641,4.736367,319.5062,
95.874,-0.012557,0.01630808,-0.001659945,0.07219424,-0.05082265,-0.030265,0.01873192,0.3753708,1.584103,350.6378,2.702998,358.5944,-0.331645,-0.09183419,0.06216153,-1.013277,-0.4153555,-1.048144,-0.04673385,0.4334904,2.152256,344.0168,32.531,314.3227,0.09012073,0.4234726,-0.05094925,0.2681484,-1.192354,-1.452655,0.2128745,0.2231844,2.185159,333.4445,3.679061,321.2953,
110.646,-0.01378364,0.01609372,-0.0001517942,0.05803495,-0.04987988,-0.03512869,0.01851147,0.3755281,1.584112,350.6177,2.727761,358.635,-0.3850196,-0.05857212,0.06369621,-1.273706,-0.6297101,-1.436809,-0.05247939,0.4327754,2.153831,342.8635,32.14664,316.5463,0.06902201,0.4688094,-0.03743038,0.1062233,-1.283782,-1.909422,0.2141333,0.2305967,2.184133,333.4093,2.526483,324.1827,
124.088,-0.01485441,0.01336513,0.0009727369,0.03398473,-0.04991826,-0.04340174,0.0183243,0.3755389,1.584151,350.6207,2.749996,358.6939,-0.4329796,-0.02818203,0.06336465,-1.517972,-0.9329734,-1.790138,-0.05953531,0.4316677,2.154432,341.4352,31.77698,319.1033,0.05729107,0.5076916,-0.03684115,-0.194338,-1.664122,-2.279086,0.2150516,0.2392876,2.183725,333.4544,1.912247,327.6393,
